,latitude,longitude,borough,zipcode,spc_latin,tree_diameter,wires,sidew_crack_raise,latBin,lonBin,lonDistance,latDistance,avg_health_round,avg_health,landuseavg,numfloorsavg
670,40.716595,-73.985327,Manhattan,10002,planting site,0,0,0,40.717,-73.986,0.0006730000000061409,0.00040500000000065484,3.0,2.5714285714285716,4.0,18.0
671,40.72193761,-73.9910278,Manhattan,10002,platanus acerifolia,6,0,0,40.7215,-73.9915,0.0003425600000070972,6.580000004419162e-06,3.0,2.642857142857143,6.0,4.0
672,40.72193761,-73.9910278,Manhattan,10002,platanus acerifolia,21,0,0,40.7215,-73.9915,0.0003425600000070972,6.580000004419162e-06,3.0,2.642857142857143,6.0,4.0
673,40.72193761,-73.9910278,Manhattan,10002,platanus acerifolia,17,0,0,40.7215,-73.9915,0.0003425600000070972,6.580000004419162e-06,3.0,2.642857142857143,6.0,4.0
674,40.72193761,-73.9910278,Manhattan,10002,zelkova serrata,6,0,0,40.7215,-73.9915,0.0003425600000070972,6.580000004419162e-06,3.0,2.642857142857143,6.0,4.0
675,40.72193761,-73.9910278,Manhattan,10002,syringa reticulata,3,0,0,40.7215,-73.9915,0.0003425600000070972,6.580000004419162e-06,3.0,2.642857142857143,6.0,4.0
676,40.7217345,-73.99113245,Manhattan,10002,unknown,2,0,0,40.7215,-73.9915,0.0003425600000070972,6.580000004419162e-06,3.0,2.642857142857143,6.0,4.0
677,40.72193761,-73.9910278,Manhattan,10002,pyrus calleryana,4,0,0,40.7215,-73.9915,0.0003425600000070972,6.580000004419162e-06,3.0,2.642857142857143,6.0,4.0
678,40.72193761,-73.9910278,Manhattan,10002,ginkgo biloba,18,0,0,40.7215,-73.9915,0.0003425600000070972,6.580000004419162e-06,3.0,2.642857142857143,6.0,4.0
679,40.72193761,-73.9910278,Manhattan,10002,platanus acerifolia,4,0,0,40.7215,-73.9915,0.0003425600000070972,6.580000004419162e-06,3.0,2.642857142857143,6.0,4.0
680,40.7217345,-73.99113245,Manhattan,10002,syringa reticulata,3,0,0,40.7215,-73.9915,0.0003425600000070972,6.580000004419162e-06,3.0,2.642857142857143,6.0,4.0
681,40.7217345,-73.99113245,Manhattan,10002,platanus acerifolia,20,0,0,40.7215,-73.9915,0.0003425600000070972,6.580000004419162e-06,3.0,2.642857142857143,6.0,4.0
682,40.7217345,-73.99113245,Manhattan,10002,syringa reticulata,2,0,0,40.7215,-73.9915,0.0003425600000070972,6.580000004419162e-06,3.0,2.642857142857143,6.0,4.0
683,40.72193761,-73.9910278,Manhattan,10002,platanus acerifolia,17,0,0,40.7215,-73.9915,0.0003425600000070972,6.580000004419162e-06,3.0,2.642857142857143,6.0,4.0
684,40.721316,-73.991329,Manhattan,10002,sophora japonica,3,0,0,40.7215,-73.9915,0.000171000000008803,0.00018399999999729744,2.0,2.1538461538461537,6.0,4.0
685,40.721316,-73.991329,Manhattan,10002,sophora japonica,3,0,0,40.7215,-73.9915,0.000171000000008803,0.00018399999999729744,2.0,2.1538461538461537,6.0,4.0
686,40.721316,-73.991329,Manhattan,10002,sophora japonica,3,0,0,40.7215,-73.9915,0.000171000000008803,0.00018399999999729744,2.0,2.1538461538461537,6.0,4.0
687,40.71126744,-73.98059762,Manhattan,10002,platanus acerifolia,29,1,1,40.711,-73.981,0.0005361899999911657,0.00010153000000201473,2.0,2.4285714285714284,8.0,6.0
688,40.71126744,-73.98059762,Manhattan,10002,platanus acerifolia,27,1,1,40.711,-73.981,0.0005361899999911657,0.00010153000000201473,2.0,2.4285714285714284,8.0,6.0
689,40.71126744,-73.98059762,Manhattan,10002,platanus acerifolia,25,1,1,40.711,-73.981,0.0005361899999911657,0.00010153000000201473,2.0,2.4285714285714284,8.0,6.0
690,40.71126744,-73.98059762,Manhattan,10002,platanus acerifolia,18,1,1,40.711,-73.981,0.0005361899999911657,0.00010153000000201473,2.0,2.4285714285714284,8.0,6.0
691,40.71126744,-73.98059762,Manhattan,10002,platanus acerifolia,25,1,1,40.711,-73.981,0.0005361899999911657,0.00010153000000201473,2.0,2.4285714285714284,8.0,6.0
692,40.71548407,-73.98513436,Manhattan,10002,gleditsia triacanthos,21,0,1,40.715,-73.9855,0.00012021000000572712,0.0004354899999938766,2.0,2.3636363636363638,6.0,12.0
693,40.71411647,-73.980402,Manhattan,10002,platanus acerifolia,24,0,1,40.714,-73.9805,0.0007277400000020862,0.0001085000000031755,2.0,2.466666666666667,4.0,2.0
694,40.71411647,-73.980402,Manhattan,10002,platanus acerifolia,15,0,0,40.714,-73.9805,0.0007277400000020862,0.0001085000000031755,2.0,2.466666666666667,4.0,2.0
695,40.71411647,-73.980402,Manhattan,10002,platanus acerifolia,14,0,0,40.714,-73.9805,0.0007277400000020862,0.0001085000000031755,2.0,2.466666666666667,4.0,2.0
696,40.71411647,-73.980402,Manhattan,10002,pyrus calleryana,7,0,0,40.714,-73.9805,0.0007277400000020862,0.0001085000000031755,2.0,2.466666666666667,4.0,2.0
697,40.714139,-73.98051,Manhattan,10002,platanus acerifolia,11,0,0,40.714,-73.9805,9.999999988963282e-06,0.0001390000000043301,2.0,1.75,4.0,2.0
698,40.714139,-73.98051,Manhattan,10002,platanus acerifolia,18,0,0,40.714,-73.9805,9.999999988963282e-06,0.0001390000000043301,2.0,1.75,4.0,2.0
699,40.714139,-73.98051,Manhattan,10002,platanus acerifolia,6,0,0,40.714,-73.9805,9.999999988963282e-06,0.0001390000000043301,2.0,1.75,4.0,2.0
700,40.714139,-73.98051,Manhattan,10002,platanus acerifolia,14,0,0,40.714,-73.9805,9.999999988963282e-06,0.0001390000000043301,2.0,1.75,4.0,2.0
701,40.71133165,-73.98876399,Manhattan,10002,unknown,7,0,0,40.711,-73.989,3.719000000046435e-05,0.0007025099999964368,2.0,1.8421052631578947,6.0,14.0
702,40.71474537,-73.98260584,Manhattan,10002,pyrus calleryana,4,1,0,40.7145,-73.983,0.0002842699999945353,0.000670780000000093,3.0,3.0,6.0,5.0
703,40.71474537,-73.98260584,Manhattan,10002,pyrus calleryana,7,1,0,40.7145,-73.983,0.0002842699999945353,0.000670780000000093,3.0,3.0,6.0,5.0
704,40.71474537,-73.98260584,Manhattan,10002,pyrus calleryana,7,1,1,40.7145,-73.983,0.0002842699999945353,0.000670780000000093,3.0,3.0,6.0,5.0
705,40.71454248,-73.98414979,Manhattan,10002,pyrus calleryana,4,0,1,40.7145,-73.9845,8.00600000019358e-05,0.0002216899999964994,3.0,2.8333333333333335,7.0,3.0
706,40.71048875,-73.986333,Manhattan,10002,unknown dead,4,0,0,40.71,-73.9865,0.00035144000000286724,0.0005949399999991556,2.0,1.6,7.0,2.0
707,40.71048875,-73.986333,Manhattan,10002,quercus palustris,5,0,0,40.71,-73.9865,0.00035144000000286724,0.0005949399999991556,2.0,1.6,7.0,2.0
708,40.71048875,-73.986333,Manhattan,10002,quercus palustris,7,0,0,40.71,-73.9865,0.00035144000000286724,0.0005949399999991556,2.0,1.6,7.0,2.0
709,40.72074303,-73.98520173,Manhattan,10002,quercus bicolor,2,0,0,40.7205,-73.9855,0.000507670000004623,0.0006395400000016593,2.0,2.259259259259259,3.0,4.0
710,40.72074303,-73.98520173,Manhattan,10002,koelreuteria paniculata,3,0,1,40.7205,-73.9855,0.000507670000004623,0.0006395400000016593,2.0,2.259259259259259,3.0,4.0
711,40.720509,-73.985311,Manhattan,10002,acer platanoides,3,0,0,40.7205,-73.9855,0.00018900000000598993,8.999999998593466e-06,2.0,2.0,3.0,4.0
712,40.721005,-73.986023,Manhattan,10002,fraxinus pennsylvanica,7,0,0,40.7205,-73.9855,0.0005230000000011614,0.0005049999999968691,2.0,2.0,3.0,4.0
713,40.721086,-73.985982,Manhattan,10002,fraxinus pennsylvanica,5,0,0,40.7205,-73.9855,0.0004820000000052005,0.0005859999999984211,2.0,2.0,3.0,4.0
714,40.721165,-73.985941,Manhattan,10002,fraxinus pennsylvanica,7,0,0,40.7205,-73.9855,0.0004409999999950287,0.0006649999999979173,2.0,2.0,3.0,4.0
715,40.721246,-73.985899,Manhattan,10002,fraxinus pennsylvanica,6,0,0,40.7205,-73.9855,0.0003990000000015925,0.0007459999999994693,2.0,2.0,3.0,4.0
716,40.720681,-73.985222,Manhattan,10002,acer platanoides,3,0,0,40.7205,-73.9855,0.0002780000000086602,0.00018099999999776628,2.0,2.0,3.0,4.0
717,40.72053,-73.985449,Manhattan,10002,acer platanoides,6,0,0,40.7205,-73.9855,5.099999999913507e-05,2.9999999995311555e-05,2.0,2.0,3.0,4.0
718,40.720636,-73.985797,Manhattan,10002,acer platanoides,6,0,0,40.7205,-73.9855,0.0002970000000033224,0.00013599999999769352,2.0,2.0,3.0,4.0
719,40.720671,-73.985913,Manhattan,10002,acer platanoides,6,0,0,40.7205,-73.9855,0.00041299999999466763,0.00017100000000169757,2.0,2.0,3.0,4.0
720,40.720487,-73.985308,Manhattan,10002,pyrus calleryana,4,0,0,40.7205,-73.9855,0.00019199999999841566,1.3000000002705292e-05,2.0,2.0,3.0,4.0
721,40.720671,-73.985913,Manhattan,10002,acer platanoides,6,0,0,40.7205,-73.9855,0.00041299999999466763,0.00017100000000169757,2.0,2.0,3.0,4.0
722,40.71698885,-73.99164894,Manhattan,10002,platanus acerifolia,12,0,1,40.7165,-73.992,0.00022565999999812902,8.908000000218408e-05,3.0,2.7142857142857144,3.0,14.0
723,40.71660734,-73.99184017,Manhattan,10002,platanus acerifolia,12,0,1,40.7165,-73.992,0.00022565999999812902,8.908000000218408e-05,3.0,2.7142857142857144,3.0,14.0
724,40.71660734,-73.99184017,Manhattan,10002,platanus acerifolia,11,0,0,40.7165,-73.992,0.00022565999999812902,8.908000000218408e-05,3.0,2.7142857142857144,3.0,14.0
725,40.71656341,-73.99157684,Manhattan,10002,platanus acerifolia,13,0,1,40.7165,-73.992,0.00022565999999812902,8.908000000218408e-05,3.0,2.7142857142857144,3.0,14.0
726,40.71660734,-73.99184017,Manhattan,10002,platanus acerifolia,13,0,1,40.7165,-73.992,0.00022565999999812902,8.908000000218408e-05,3.0,2.7142857142857144,3.0,14.0
727,40.71660734,-73.99184017,Manhattan,10002,platanus acerifolia,13,0,1,40.7165,-73.992,0.00022565999999812902,8.908000000218408e-05,3.0,2.7142857142857144,3.0,14.0
728,40.7166183,-73.99154798,Manhattan,10002,platanus acerifolia,13,0,1,40.7165,-73.992,0.00022565999999812902,8.908000000218408e-05,3.0,2.7142857142857144,3.0,14.0
729,40.71667319,-73.99151911,Manhattan,10002,platanus acerifolia,11,0,1,40.7165,-73.992,0.00022565999999812902,8.908000000218408e-05,3.0,2.7142857142857144,3.0,14.0
730,40.716482,-73.99195,Manhattan,10002,platanus acerifolia,12,0,0,40.7165,-73.992,5.000000000165983e-05,1.800000000429236e-05,1.0,1.25,3.0,14.0
731,40.716482,-73.99195,Manhattan,10002,platanus acerifolia,12,0,0,40.7165,-73.992,5.000000000165983e-05,1.800000000429236e-05,1.0,1.25,3.0,14.0
732,40.716482,-73.99195,Manhattan,10002,platanus acerifolia,12,0,0,40.7165,-73.992,5.000000000165983e-05,1.800000000429236e-05,1.0,1.25,3.0,14.0
733,40.716482,-73.99195,Manhattan,10002,platanus acerifolia,11,0,0,40.7165,-73.992,5.000000000165983e-05,1.800000000429236e-05,1.0,1.25,3.0,14.0
734,40.716482,-73.99195,Manhattan,10002,platanus acerifolia,12,0,0,40.7165,-73.992,5.000000000165983e-05,1.800000000429236e-05,1.0,1.25,3.0,14.0
735,40.716482,-73.99195,Manhattan,10002,platanus acerifolia,12,0,0,40.7165,-73.992,5.000000000165983e-05,1.800000000429236e-05,1.0,1.25,3.0,14.0
736,40.716482,-73.99195,Manhattan,10002,platanus acerifolia,12,0,0,40.7165,-73.992,5.000000000165983e-05,1.800000000429236e-05,1.0,1.25,3.0,14.0
737,40.716482,-73.99195,Manhattan,10002,platanus acerifolia,11,0,0,40.7165,-73.992,5.000000000165983e-05,1.800000000429236e-05,1.0,1.25,3.0,14.0
738,40.716482,-73.99195,Manhattan,10002,platanus acerifolia,10,0,0,40.7165,-73.992,5.000000000165983e-05,1.800000000429236e-05,1.0,1.25,3.0,14.0
739,40.716482,-73.99195,Manhattan,10002,platanus acerifolia,12,0,0,40.7165,-73.992,5.000000000165983e-05,1.800000000429236e-05,1.0,1.25,3.0,14.0
740,40.716482,-73.99195,Manhattan,10002,planting site,0,0,0,40.7165,-73.992,5.000000000165983e-05,1.800000000429236e-05,1.0,1.25,3.0,14.0
741,40.716482,-73.99195,Manhattan,10002,platanus acerifolia,11,0,0,40.7165,-73.992,5.000000000165983e-05,1.800000000429236e-05,1.0,1.25,3.0,14.0
742,40.716482,-73.99195,Manhattan,10002,planting site,0,0,0,40.7165,-73.992,5.000000000165983e-05,1.800000000429236e-05,1.0,1.25,3.0,14.0
743,40.716482,-73.99195,Manhattan,10002,platanus acerifolia,13,0,0,40.7165,-73.992,5.000000000165983e-05,1.800000000429236e-05,1.0,1.25,3.0,14.0
744,40.716482,-73.99195,Manhattan,10002,sophora japonica,18,0,0,40.7165,-73.992,5.000000000165983e-05,1.800000000429236e-05,1.0,1.25,3.0,14.0
745,40.716482,-73.99195,Manhattan,10002,sophora japonica,14,0,0,40.7165,-73.992,5.000000000165983e-05,1.800000000429236e-05,1.0,1.25,3.0,14.0
746,40.716482,-73.99195,Manhattan,10002,sophora japonica,18,0,0,40.7165,-73.992,5.000000000165983e-05,1.800000000429236e-05,1.0,1.25,3.0,14.0
747,40.716482,-73.99195,Manhattan,10002,sophora japonica,14,0,0,40.7165,-73.992,5.000000000165983e-05,1.800000000429236e-05,1.0,1.25,3.0,14.0
748,40.716482,-73.99195,Manhattan,10002,sophora japonica,5,0,0,40.7165,-73.992,5.000000000165983e-05,1.800000000429236e-05,1.0,1.25,3.0,14.0
749,40.716482,-73.99195,Manhattan,10002,planting site,0,0,0,40.7165,-73.992,5.000000000165983e-05,1.800000000429236e-05,1.0,1.25,3.0,14.0
750,40.716482,-73.99195,Manhattan,10002,sophora japonica,14,0,0,40.7165,-73.992,5.000000000165983e-05,1.800000000429236e-05,1.0,1.25,3.0,14.0
751,40.716482,-73.99195,Manhattan,10002,sophora japonica,15,0,0,40.7165,-73.992,5.000000000165983e-05,1.800000000429236e-05,1.0,1.25,3.0,14.0
752,40.716482,-73.99195,Manhattan,10002,sophora japonica,13,0,0,40.7165,-73.992,5.000000000165983e-05,1.800000000429236e-05,1.0,1.25,3.0,14.0
753,40.716482,-73.99195,Manhattan,10002,sophora japonica,4,0,0,40.7165,-73.992,5.000000000165983e-05,1.800000000429236e-05,1.0,1.25,3.0,14.0
754,40.71797418,-73.99116542,Manhattan,10002,quercus rubra,3,0,0,40.7175,-73.9915,8.24699999952827e-05,0.0002441399999995042,3.0,2.6,4.0,3.0
755,40.71797418,-73.99116542,Manhattan,10002,quercus rubra,4,0,0,40.7175,-73.9915,8.24699999952827e-05,0.0002441399999995042,3.0,2.6,4.0,3.0
756,40.71779578,-73.99125202,Manhattan,10002,platanus acerifolia,13,0,0,40.7175,-73.9915,8.24699999952827e-05,0.0002441399999995042,3.0,2.6,4.0,3.0
757,40.71785616,-73.99122315,Manhattan,10002,platanus acerifolia,12,0,0,40.7175,-73.9915,8.24699999952827e-05,0.0002441399999995042,3.0,2.6,4.0,3.0
758,40.71709283,-73.98802712,Manhattan,10002,platanus acerifolia,9,0,1,40.717,-73.9885,0.0003850399999976162,0.0001698800000013989,3.0,2.8125,3.0,23.0
759,40.71711204,-73.98801629,Manhattan,10002,platanus acerifolia,14,0,0,40.717,-73.9885,0.0003850399999976162,0.0001698800000013989,3.0,2.8125,3.0,23.0
760,40.71709283,-73.98802712,Manhattan,10002,platanus acerifolia,10,0,1,40.717,-73.9885,0.0003850399999976162,0.0001698800000013989,3.0,2.8125,3.0,23.0
761,40.71709283,-73.98802712,Manhattan,10002,zelkova serrata,5,0,0,40.717,-73.9885,0.0003850399999976162,0.0001698800000013989,3.0,2.8125,3.0,23.0
762,40.71709283,-73.98802712,Manhattan,10002,platanus acerifolia,13,0,0,40.717,-73.9885,0.0003850399999976162,0.0001698800000013989,3.0,2.8125,3.0,23.0
763,40.71709283,-73.98802712,Manhattan,10002,zelkova serrata,5,0,0,40.717,-73.9885,0.0003850399999976162,0.0001698800000013989,3.0,2.8125,3.0,23.0
764,40.71716,-73.988005,Manhattan,10002,platanus acerifolia,7,0,0,40.717,-73.9885,0.0004950000000008004,0.0001600000000010482,2.0,2.1666666666666665,3.0,23.0
765,40.71716,-73.988005,Manhattan,10002,platanus acerifolia,6,0,0,40.717,-73.9885,0.0004950000000008004,0.0001600000000010482,2.0,2.1666666666666665,3.0,23.0
766,40.71716,-73.988005,Manhattan,10002,platanus acerifolia,6,0,0,40.717,-73.9885,0.0004950000000008004,0.0001600000000010482,2.0,2.1666666666666665,3.0,23.0
767,40.71716,-73.988005,Manhattan,10002,platanus acerifolia,9,0,0,40.717,-73.9885,0.0004950000000008004,0.0001600000000010482,2.0,2.1666666666666665,3.0,23.0
768,40.71296985,-73.98503392,Manhattan,10002,platanus acerifolia,11,0,1,40.7125,-73.9855,0.0006160500000049751,0.0002253999999979328,3.0,3.0,3.0,16.0
769,40.71375767,-73.98562172,Manhattan,10002,gleditsia triacanthos,6,0,0,40.7135,-73.986,0.0001651800000104231,0.0001798499999949854,3.0,2.8333333333333335,8.0,4.0
770,40.713701,-73.986236,Manhattan,10002,sophora japonica,6,0,0,40.7135,-73.986,0.00023600000000101318,0.00020099999999700913,2.0,2.0,8.0,4.0
771,40.7115647,-73.98635803,Manhattan,10002,unknown dead,3,0,0,40.7115,-73.9865,0.0003998300000063182,1.3250000002074103e-05,2.0,2.375,4.0,27.0
772,40.71161132,-73.98603338,Manhattan,10002,unknown,3,0,0,40.7115,-73.9865,0.0003998300000063182,1.3250000002074103e-05,2.0,2.375,4.0,27.0
773,40.71161132,-73.98603338,Manhattan,10002,tilia americana,4,0,0,40.7115,-73.9865,0.0003998300000063182,1.3250000002074103e-05,2.0,2.375,4.0,27.0
774,40.71161132,-73.98603338,Manhattan,10002,unknown,2,0,0,40.7115,-73.9865,0.0003998300000063182,1.3250000002074103e-05,2.0,2.375,4.0,27.0
775,40.7115647,-73.98635803,Manhattan,10002,quercus palustris,4,0,0,40.7115,-73.9865,0.0003998300000063182,1.3250000002074103e-05,2.0,2.375,4.0,27.0
776,40.7115647,-73.98635803,Manhattan,10002,platanus acerifolia,15,0,1,40.7115,-73.9865,0.0003998300000063182,1.3250000002074103e-05,2.0,2.375,4.0,27.0
777,40.7115647,-73.98635803,Manhattan,10002,platanus acerifolia,14,0,1,40.7115,-73.9865,0.0003998300000063182,1.3250000002074103e-05,2.0,2.375,4.0,27.0
778,40.7115647,-73.98635803,Manhattan,10002,platanus acerifolia,15,0,1,40.7115,-73.9865,0.0003998300000063182,1.3250000002074103e-05,2.0,2.375,4.0,27.0
779,40.71161132,-73.98603338,Manhattan,10002,gleditsia triacanthos,5,0,0,40.7115,-73.9865,0.0003998300000063182,1.3250000002074103e-05,2.0,2.375,4.0,27.0
780,40.71161132,-73.98603338,Manhattan,10002,platanus acerifolia,18,0,0,40.7115,-73.9865,0.0003998300000063182,1.3250000002074103e-05,2.0,2.375,4.0,27.0
781,40.71161132,-73.98603338,Manhattan,10002,ginkgo biloba,9,0,0,40.7115,-73.9865,0.0003998300000063182,1.3250000002074103e-05,2.0,2.375,4.0,27.0
782,40.71161132,-73.98603338,Manhattan,10002,ginkgo biloba,9,0,0,40.7115,-73.9865,0.0003998300000063182,1.3250000002074103e-05,2.0,2.375,4.0,27.0
783,40.71161132,-73.98603338,Manhattan,10002,platanus acerifolia,15,0,0,40.7115,-73.9865,0.0003998300000063182,1.3250000002074103e-05,2.0,2.375,4.0,27.0
784,40.7115647,-73.98635803,Manhattan,10002,quercus palustris,6,0,0,40.7115,-73.9865,0.0003998300000063182,1.3250000002074103e-05,2.0,2.375,4.0,27.0
785,40.71124881,-73.98444996,Manhattan,10002,ginkgo biloba,7,0,0,40.711,-73.9845,0.0007267000000013013,0.0008702300000038576,3.0,2.6363636363636362,5.0,16.0
786,40.71124881,-73.98444996,Manhattan,10002,platanus acerifolia,12,0,1,40.711,-73.9845,0.0007267000000013013,0.0008702300000038576,3.0,2.6363636363636362,5.0,16.0
787,40.71124881,-73.98444996,Manhattan,10002,platanus acerifolia,15,0,1,40.711,-73.9845,0.0007267000000013013,0.0008702300000038576,3.0,2.6363636363636362,5.0,16.0
788,40.71124881,-73.98444996,Manhattan,10002,ginkgo biloba,6,0,1,40.711,-73.9845,0.0007267000000013013,0.0008702300000038576,3.0,2.6363636363636362,5.0,16.0
789,40.71124881,-73.98444996,Manhattan,10002,platanus acerifolia,13,0,0,40.711,-73.9845,0.0007267000000013013,0.0008702300000038576,3.0,2.6363636363636362,5.0,16.0
790,40.71124881,-73.98444996,Manhattan,10002,platanus acerifolia,15,0,0,40.711,-73.9845,0.0007267000000013013,0.0008702300000038576,3.0,2.6363636363636362,5.0,16.0
791,40.71124881,-73.98444996,Manhattan,10002,ginkgo biloba,7,0,0,40.711,-73.9845,0.0007267000000013013,0.0008702300000038576,3.0,2.6363636363636362,5.0,16.0
792,40.71107,-73.984888,Manhattan,10002,platanus acerifolia,10,0,0,40.711,-73.9845,0.00038800000000094315,7.000000000090267e-05,2.0,1.5714285714285714,5.0,16.0
793,40.71107,-73.984888,Manhattan,10002,ginkgo biloba,5,0,0,40.711,-73.9845,0.00038800000000094315,7.000000000090267e-05,2.0,1.5714285714285714,5.0,16.0
794,40.711148,-73.984838,Manhattan,10002,ginkgo biloba,4,0,0,40.711,-73.9845,0.0003379999999992833,0.00014800000000292357,2.0,1.5714285714285714,5.0,16.0
795,40.711148,-73.984838,Manhattan,10002,platanus acerifolia,13,0,0,40.711,-73.9845,0.0003379999999992833,0.00014800000000292357,2.0,1.5714285714285714,5.0,16.0
796,40.711148,-73.984838,Manhattan,10002,platanus acerifolia,16,0,0,40.711,-73.9845,0.0003379999999992833,0.00014800000000292357,2.0,1.5714285714285714,5.0,16.0
797,40.71107,-73.984888,Manhattan,10002,platanus acerifolia,13,0,0,40.711,-73.9845,0.00038800000000094315,7.000000000090267e-05,2.0,1.5714285714285714,5.0,16.0
798,40.71107,-73.984888,Manhattan,10002,platanus acerifolia,11,0,0,40.711,-73.9845,0.00038800000000094315,7.000000000090267e-05,2.0,1.5714285714285714,5.0,16.0
799,40.7134552,-73.98177292,Manhattan,10002,platanus acerifolia,18,0,0,40.713,-73.982,0.00021628000000362135,0.00037683000000043876,3.0,3.0,9.0,1.0
800,40.7134552,-73.98177292,Manhattan,10002,platanus acerifolia,18,0,0,40.713,-73.982,0.00021628000000362135,0.00037683000000043876,3.0,3.0,9.0,1.0
801,40.7134552,-73.98177292,Manhattan,10002,platanus acerifolia,17,0,0,40.713,-73.982,0.00021628000000362135,0.00037683000000043876,3.0,3.0,9.0,1.0
802,40.7134552,-73.98177292,Manhattan,10002,platanus acerifolia,21,0,0,40.713,-73.982,0.00021628000000362135,0.00037683000000043876,3.0,3.0,9.0,1.0
803,40.7134552,-73.98177292,Manhattan,10002,platanus acerifolia,16,0,0,40.713,-73.982,0.00021628000000362135,0.00037683000000043876,3.0,3.0,9.0,1.0
804,40.7134552,-73.98177292,Manhattan,10002,platanus acerifolia,18,0,0,40.713,-73.982,0.00021628000000362135,0.00037683000000043876,3.0,3.0,9.0,1.0
805,40.7134552,-73.98177292,Manhattan,10002,quercus palustris,7,0,0,40.713,-73.982,0.00021628000000362135,0.00037683000000043876,3.0,3.0,9.0,1.0
806,40.7134552,-73.98177292,Manhattan,10002,platanus acerifolia,16,0,0,40.713,-73.982,0.00021628000000362135,0.00037683000000043876,3.0,3.0,9.0,1.0
807,40.7134552,-73.98177292,Manhattan,10002,platanus acerifolia,17,0,0,40.713,-73.982,0.00021628000000362135,0.00037683000000043876,3.0,3.0,9.0,1.0
808,40.714332,-73.993023,Manhattan,10002,platanus acerifolia,14,0,0,40.7145,-73.993,2.2999999998774e-05,0.00016800000000216642,2.0,2.0,6.0,3.0
809,40.714332,-73.993023,Manhattan,10002,platanus acerifolia,11,0,0,40.7145,-73.993,2.2999999998774e-05,0.00016800000000216642,2.0,2.0,6.0,3.0
810,40.714332,-73.993023,Manhattan,10002,platanus acerifolia,21,0,0,40.7145,-73.993,2.2999999998774e-05,0.00016800000000216642,2.0,2.0,6.0,3.0
811,40.714332,-73.993023,Manhattan,10002,platanus acerifolia,11,0,0,40.7145,-73.993,2.2999999998774e-05,0.00016800000000216642,2.0,2.0,6.0,3.0
812,40.714688,-73.99287,Manhattan,10002,platanus acerifolia,19,0,0,40.7145,-73.993,0.0001299999999986312,0.00018800000000140926,2.0,2.0,6.0,3.0
813,40.714352,-73.993018,Manhattan,10002,platanus acerifolia,26,0,0,40.7145,-73.993,1.8000000011397788e-05,0.00014800000000292357,2.0,2.0,6.0,3.0
814,40.714464,-73.992969,Manhattan,10002,platanus acerifolia,23,0,0,40.7145,-73.993,3.09999999927868e-05,3.600000000147929e-05,2.0,2.0,6.0,3.0
815,40.733975,-73.988771,Manhattan,10003,gleditsia triacanthos,2,0,0,40.734,-73.989,0.00022900000000447562,2.5000000000829914e-05,1.0,1.0,6.0,18.0
816,40.733975,-73.988771,Manhattan,10003,gleditsia triacanthos,2,0,0,40.734,-73.989,0.00022900000000447562,2.5000000000829914e-05,1.0,1.0,6.0,18.0
817,40.733975,-73.988771,Manhattan,10003,gleditsia triacanthos,3,0,0,40.734,-73.989,0.00022900000000447562,2.5000000000829914e-05,1.0,1.0,6.0,18.0
818,40.733975,-73.988771,Manhattan,10003,gleditsia triacanthos,3,0,0,40.734,-73.989,0.00022900000000447562,2.5000000000829914e-05,1.0,1.0,6.0,18.0
819,40.733975,-73.988771,Manhattan,10003,gleditsia triacanthos,2,0,0,40.734,-73.989,0.00022900000000447562,2.5000000000829914e-05,1.0,1.0,6.0,18.0
820,40.733975,-73.988771,Manhattan,10003,gleditsia triacanthos,3,0,0,40.734,-73.989,0.00022900000000447562,2.5000000000829914e-05,1.0,1.0,6.0,18.0
821,40.733975,-73.988771,Manhattan,10003,gleditsia triacanthos,2,0,0,40.734,-73.989,0.00022900000000447562,2.5000000000829914e-05,1.0,1.0,6.0,18.0
822,40.733975,-73.988771,Manhattan,10003,gleditsia triacanthos,3,0,0,40.734,-73.989,0.00022900000000447562,2.5000000000829914e-05,1.0,1.0,6.0,18.0
823,40.733975,-73.988771,Manhattan,10003,gleditsia triacanthos,3,0,0,40.734,-73.989,0.00022900000000447562,2.5000000000829914e-05,1.0,1.0,6.0,18.0
824,40.734111,-73.989091,Manhattan,10003,platanus acerifolia,3,0,0,40.734,-73.989,9.099999999762076e-05,0.00011099999999686361,1.0,1.0,6.0,18.0
825,40.734111,-73.989091,Manhattan,10003,platanus acerifolia,3,0,0,40.734,-73.989,9.099999999762076e-05,0.00011099999999686361,1.0,1.0,6.0,18.0
826,40.734111,-73.989091,Manhattan,10003,pyrus calleryana,8,0,0,40.734,-73.989,9.099999999762076e-05,0.00011099999999686361,1.0,1.0,6.0,18.0
827,40.73408,-73.989024,Manhattan,10003,tilia cordata,9,0,0,40.734,-73.989,2.3999999996249244e-05,7.999999999697138e-05,1.0,1.0,6.0,18.0
828,40.733975,-73.988771,Manhattan,10003,gleditsia triacanthos,2,0,0,40.734,-73.989,0.00022900000000447562,2.5000000000829914e-05,1.0,1.0,6.0,18.0
829,40.73407197,-73.98871325,Manhattan,10003,robinia pseudoacacia,5,0,0,40.734,-73.989,0.00018168000001139717,0.00011860000000041282,1.0,1.3333333333333333,6.0,18.0
830,40.73407197,-73.98871325,Manhattan,10003,unknown dead,5,0,0,40.734,-73.989,0.00018168000001139717,0.00011860000000041282,1.0,1.3333333333333333,6.0,18.0
